time,last_low,last_high,last_open,last_close,last_volume,current_open,target_close,period_return,target_trade,profit
1576713600,,,,,,132.89,128.18,-0.035442847467830385,-1,4.5385211242380725
1576800000,125.68,134.11,132.89,128.18,93934.20288922,128.18,128.37,0.0014822905289436552,1,0.19009135356529652
1576886400,125.71,129.32,128.18,128.37,44379.22091837,128.36,127.09,-0.009894047990028125,-1,1.256177124493622
1576972800,126.63,128.45,128.36,127.09,25941.74023594,127.16,132.4,0.04120792702107588,1,5.450473608052857
1577059200,126.89,133.22,127.16,132.4,40439.9594125,132.4,127.78,-0.03489425981873115,-1,4.454329731117829
1577145600,126.16,135.24,132.4,127.78,62248.12241615,127.75,127.71,-0.0003131115459883073,0,-0.0
1577232000,126.5,129.5,127.75,127.71,34976.25422744,127.67,125.0,-0.020913292081146718,-1,2.6115473486331964
1577318400,123.16,127.77,127.67,125.0,45117.58085216,125.0,125.49,0.003919999999999959,1,0.49142887919999484
1577404800,124.06,132.06,125.0,125.49,51891.10919615,125.49,126.23,0.005896884213881657,1,0.7436193306239632
1577491200,122.15,126.7,125.49,126.23,39780.97303035,126.23,127.91,0.013309039055691932,1,1.7006568264279414
1577577600,125.8,129.6,126.23,127.91,47036.68791942,127.95,134.3,0.04962876123485743,1,6.658477491207512
1577664000,127.22,137.85,127.95,134.3,64885.83350862,134.31,131.1,-0.02389993299084214,-1,3.130147933884305
1577750400,129.79,135.97,134.31,131.1,58811.72784574,131.08,128.54,-0.01937747940189213,-1,2.4882904211168952
1577836800,127.6,133.19,131.08,128.54,85044.39188554,128.54,130.19,0.012836471137389185,1,1.6695089971993213
1577923200,128.12,132.68,128.54,130.19,57512.49500629,130.14,126.81,-0.02558782849239269,-1,3.2415477385891966
1578009600,125.83,130.18,130.14,126.81,49211.56901537,126.81,134.17,0.05803958678337659,1,7.779384187366911
1578096000,125.52,134.93,126.81,134.17,88651.89284841,134.17,134.14,-0.00022359692926884653,0,-0.0
1578182400,132.5,135.75,134.17,134.14,31254.84712421,134.14,135.31,0.008722230505442194,1,1.179024804681692
1578268800,134.14,138.97,134.14,135.31,45353.69311227,135.31,144.19,0.06562707856034287,1,9.453305689158222
1578355200,134.78,144.51,135.31,144.19,91523.60992709,144.2,143.08,-0.007766990291261971,-1,1.110189669902889
1578441600,138.79,145.25,144.2,143.08,96525.42253821,143.08,140.6,-0.017332960581492998,-1,2.4345772435001574
1578528000,137.03,148.0,143.08,140.6,101682.09291578,140.64,137.71,-0.020833333333333183,-1,2.866089374999979
1578614400,135.12,141.38,140.64,137.71,61184.99933797,137.72,144.72,0.05082776648271856,1,7.348438571013651
1578700800,135.26,145.81,137.72,144.72,137620.99823131,144.89,142.63,-0.015598039892332053,-1,2.222523681413477
1578787200,142.0,148.0,144.89,142.63,52850.50876755,142.51,146.6,0.02869974036909693,1,4.203174556171501
1578873600,141.83,146.6,142.51,146.6,35450.66532334,146.55,143.51,-0.020743773456158444,-1,2.973961989764605
1578960000,142.1,147.0,146.55,143.51,44072.65864059,143.5,165.76,0.15512195121951214,1,25.687301619512183
1579046400,143.45,170.83,143.5,165.76,258408.61594025,165.74,166.29,0.0033184505852539093,1,0.5512733226740506
1579132800,159.13,172.18,165.74,166.29,165292.68609565,166.27,163.93,-0.014073494917904633,-1,2.3047609538702143
1579219200,158.17,167.28,166.27,163.93,88188.75031049,164.0,169.59,0.03408536585365856,1,5.774756657926833
1579305600,162.01,174.52,164.0,169.59,134919.66648757,169.54,174.06,0.026660375132712105,1,4.635864390704269
1579392000,164.92,179.32,169.54,174.06,113052.32285408,174.05,166.75,-0.04194197069807533,-1,6.986829790290157
1579478400,161.7,178.0,174.05,166.75,113433.68959115,166.67,166.68,5.999880002411548e-05,0,0.0
1579564800,161.1,169.3,166.67,166.68,66340.77435099,166.66,169.19,0.015180607224288978,1,2.565838529341175
1579651200,164.28,170.0,166.66,169.19,61518.4955582,169.29,167.68,-0.009510307755921705,-1,1.5930937161084384
1579737600,165.65,171.05,169.29,167.68,49452.51856158,167.73,162.4,-0.03177726107434558,-1,5.155466571275249
1579824000,158.44,167.79,167.73,162.4,69309.04423236,162.49,162.3,-0.0011693027263216058,-1,0.18958805464951464
1579910400,154.48,164.21,162.49,162.3,88510.10066684,162.31,160.12,-0.013492699155936157,-1,2.158290537859649
1579996800,157.4,162.41,162.31,160.12,36677.5237579,160.0,167.35,0.045937499999999964,1,7.679952984374994
1580083200,159.09,167.59,160.0,167.35,44653.7353865,167.58,169.77,0.013068385248836361,1,2.2164011439312543
1580169600,164.89,171.7,167.58,169.77,84463.87778454,169.78,175.99,0.03657674637766526,1,6.430704453410304
1580256000,169.78,176.5,169.78,175.99,102264.17475594,175.91,173.45,-0.013984423853106748,-1,2.4231727190040435
1580342400,173.13,178.31,175.91,173.45,85409.92407361,173.41,184.55,0.0642408165619054,1,11.843787053803144
1580428800,170.0,186.89,173.41,184.55,104426.47390742,184.52,179.74,-0.025905050942987215,-1,4.65151768263603
1580515200,175.0,185.68,184.52,179.74,108639.77662455,179.72,183.5,0.021032717560649908,1,3.855644168706879
1580601600,179.0,184.2,179.72,183.5,65650.16851655,183.49,188.29,0.02615946373099342,1,4.920639860482842
