time,last_low,last_high,last_open,last_close,last_volume,current_open,target_close,period_return,target_trade,profit
1576713600,,,,,,7288.05,7251.0,-0.005083664354662795,-1,36.824788585424265
1576717200,7216.99,7371.7,7288.05,7251.0,1428.92074942,7251.0,7170.01,-0.01116949386291543,-1,80.00529730935021
1576720800,7135.0,7255.15,7251.0,7170.01,1722.18116309,7170.01,7157.95,-0.0016820060223068586,-1,12.027675292364005
1576724400,7140.11,7194.05,7170.01,7157.95,314.66558548,7157.95,7165.41,0.001042197835972595,1,7.460307021060537
1576728000,7156.24,7179.13,7157.95,7165.41,206.26574841,7165.42,7140.76,-0.0034415288985153495,-1,24.550556765465107
1576731600,7135.59,7165.42,7165.42,7140.76,231.38385777,7140.76,7153.52,0.00178692464107465,1,12.770018357261911
1576735200,7115.28,7165.91,7140.76,7153.52,413.27269691,7153.52,7127.12,-0.0036904908352811683,-1,26.27626847090717
1576738800,7125.0,7165.91,7153.52,7127.12,283.26077281,7127.12,7089.68,-0.005253173792499579,-1,37.20607785203521
1576742400,7087.0,7135.44,7127.12,7089.68,351.15668611,7089.69,7076.98,-0.0017927441115196908,-1,12.674527008120277
1576746000,7073.27,7110.16,7089.69,7076.98,367.4547516,7076.97,7114.5,0.005303117011941515,1,37.69129695547645
1576749600,7044.45,7148.42,7076.97,7114.5,419.57026957,7113.66,7149.72,0.005069120537107537,1,36.206549694081936
1576753200,7113.66,7189.02,7113.66,7149.72,323.83615186,7149.73,7142.68,-0.0009860512215145569,0,-0.0
1576756800,7121.16,7169.27,7149.73,7142.68,147.65787428,7142.68,7181.3,0.005406934091965465,1,38.789986978836964
1576760400,7137.13,7215.51,7142.68,7181.3,606.67334023,7181.3,7079.13,-0.014227229053235497,-1,100.61568760362337
1576764000,7061.47,7227.48,7181.3,7079.13,753.86311434,7079.12,7117.42,0.005410276983579905,1,38.46870639486282
1576767600,7067.0,7118.71,7079.12,7117.42,423.34456391,7117.43,7136.01,0.0026104928323847127,1,18.60987445386881
1576771200,7110.02,7170.34,7117.43,7136.01,337.63937251,7136.0,7131.05,-0.0006936659192824857,0,-0.0
1576774800,7115.0,7167.61,7136.0,7131.05,420.83225571,7131.04,7125.52,-0.0007740806390091105,0,-0.0
1576778400,7107.0,7150.0,7131.04,7125.52,386.83609728,7125.99,7152.06,0.003658439037944288,1,26.139210130214106
1576782000,7113.34,7164.76,7125.99,7152.06,266.397385,7152.06,7177.01,0.0034885054096302067,1,25.012001171760122
1576785600,7140.0,7179.0,7152.06,7177.01,214.62648873,7177.0,7148.05,-0.004033718824021154,-1,28.804390616204362
1576789200,7131.88,7180.0,7177.0,7148.05,224.35551922,7148.48,7154.0,0.0007721921303550457,0,0.0
1576792800,7130.0,7166.25,7148.48,7154.0,195.72865328,7154.01,7152.8,-0.0001691359111882757,0,-0.0
1576796400,7127.44,7159.81,7154.01,7152.8,239.02135316,7152.8,7149.12,-0.0005144838384968532,0,-0.0
1576800000,7140.0,7159.73,7152.8,7149.12,224.16286517,7149.13,7118.0,-0.004354375987008225,-1,30.96345382724902
1576803600,7080.0,7156.01,7149.13,7118.0,348.15539732,7118.0,7097.48,-0.0028828322562518176,-1,20.440383437820046
1576807200,7088.77,7125.05,7118.0,7097.48,212.20183789,7097.48,7118.19,0.0029179370706222544,1,20.74966004625589
